symbol,name,sector,industry,revenue,ebitda,ebitda_margin_pct,total_debt,market_cap,insider_holding_pct,revenue_growth_pct,return_on_equity_pct,return_on_capital_employed_pct,promoter_pledge_pct,net_income,as_of_date,status,financial_currency,currency_flag,total_assets,retained_earnings,working_capital,current_ratio,quick_ratio,debt_to_equity,return_on_assets,beta,peg_ratio,enterprise_value,total_cash,operating_cash_flow,free_cash_flow,price_to_book,trailing_pe,data_pull_date
RUSTOMJEE,Keystone Realtors Limited,Real Estate,Real Estate - Development,26345400320.0,1227600000.0,4.66,14840000512.0,53530849280.0,75.788,172.9,3.344,5.3456,0.0,788600000.0,2026-07-11,ok,INR,OK,67225700000.0,,24558100000.0,1.773,0.386,51.271,0.00975,0.131,,59853836288.0,8860499968.0,-5090500096.0,-4149087488.0,1.8706657,68.50565,2026-07-12
RVHL,Ravinder Heights Limited,Real Estate,Real Estate - Development,751622016.0,623676992.0,82.977,10000000.0,2761498112.0,83.021,-90.3,18.416,22.4582,0.0,488910016.0,2026-07-11,ok,INR,OK,3247470000.0,,2357303000.0,8.435,1.606,0.345,0.12297,0.282,,2303579136.0,464696000.0,357580000.0,210057376.0,0.9513849,5.649937,2026-07-12
RVNL,Rail Vikas Nigam Limited,Industrials,Engineering & Construction,204121194496.0,7674800128.0,3.76,48184901632.0,485121622016.0,72.841,4.2,8.981,10.9783,0.0,8746900480.0,2026-07-11,ok,INR,OK,217019900000.0,,64495700000.0,1.905,0.958,49.078,0.021659998,0.858,,522082516992.0,9682499584.0,-18939299840.0,-28441387008.0,4.92392,55.266033,2026-07-12
RVTH,Revathi Equipment India Limited,Industrials,Farm & Heavy Construction Machinery,1429299968.0,180600000.0,12.636,679000000.0,2215559680.0,67.745,1.7,10.374,19.4813,0.0,138400000.0,2026-07-11,ok,INR,OK,2677100000.0,,904800000.0,1.717,0.952,48.324,0.03569,,,2303411968.0,591299968.0,-301500000.0,-618550016.0,1.576907,16.0,2026-07-12
S&SPOWER,S&S Power Switchgear Limited,Industrials,Electrical Equipment & Parts,2637335040.0,98563000.0,3.737,394462016.0,4547860992.0,76.996,15.9,12.779,7.1462,0.0,101125000.0,2026-07-11,ok,INR,OK,2734173000.0,,409766000.0,1.325,0.749,44.204,0.01887,0.484,,4683932672.0,262940000.0,-16585000.0,-73535128.0,5.1015463,45.048897,2026-07-12
SAATVIKGL,Saatvik Green Energy Limited,Technology,Solar,45484371968.0,5724049920.0,12.585,9394360320.0,57095569408.0,84.769,74.9,42.051,30.827,0.0,3573040128.0,2026-07-11,ok,INR,OK,31145910000.0,,6229450000.0,1.429,0.538,69.034,0.13602,,,62379970560.0,817529984.0,-267170000.0,-9759995904.0,3.9531815,15.083949,2026-07-12
SADBHAV,Sadbhav Engineering Limited,Industrials,Engineering & Construction,9727285248.0,5313555968.0,54.625,32638697472.0,1432616192.0,36.222,-6.5,,68.2943,19.69,263130000.0,2026-07-11,ok,INR,OK,58602781000.0,,3073900000.0,1.062,0.103,,0.039130002,0.876,,33849401344.0,1239230976.0,7490258944.0,-3081782528.0,-0.6356094,5.4575167,2026-07-12
SAFARI,Safari Industries (India) Limited,Consumer Cyclical,Footwear & Accessories,20470200320.0,2707800064.0,13.228,1165500032.0,79921545216.0,54.733,12.4,16.223,18.628,0.0,1677600000.0,2026-07-11,ok,INR,OK,14464000000.0,,6660700000.0,3.789,2.28,10.456,0.09047,-0.418,,78229618688.0,2832699904.0,1733600000.0,1172387456.0,7.1677465,47.612377,2026-07-12
SAGARDEEP,Sagardeep Alloys Limited,Basic Materials,Copper,1785747968.0,41466000.0,2.322,93032000.0,417394560.0,,118.4,8.242,11.8211,0.0,26870000.0,2026-07-11,ok,INR,OK,399975000.0,111756000.0,126638000.0,2.177,0.754,26.418,0.050300002,0.084,,519026784.0,862000.0,-20412000.0,-72165752.0,1.2121662,18.823076,2026-07-12
SAGCEM,Sagar Cements Limited,Basic Materials,Building Materials,26500200448.0,2912300032.0,10.99,17083499520.0,23603169280.0,68.837,19.6,-0.04,1.3108,29.99,-110700000.0,2026-07-11,ok,INR,OK,45052700000.0,3927700000.0,-4458700000.0,0.63,0.264,91.801,0.007900001,0.341,0.1,41512968192.0,853699968.0,2155599872.0,-3052800000.0,1.3942248,,2026-07-12
SAGILITY,Sagility Limited,Healthcare,Health Information Services,71928512512.0,17602740224.0,24.473,11105349632.0,199096893440.0,50.95,29.1,10.278,12.5011,0.0,9247680512.0,2026-07-11,ok,INR,OK,126010780000.0,,10470400000.0,1.552,1.445,11.497,0.06727,,,197801934848.0,9037859840.0,12029689856.0,9346893824.0,2.0263958,21.479797,2026-07-12
SAHLIBHFI,Shalibhadra Finance Limited,Financial Services,Credit Services,359500000.0,,0.0,560899968.0,2452230144.0,70.899,32.1,11.943,11.1768,0.0,194800000.0,2026-07-11,ok,INR,OK,2322300000.0,,2206000000.0,54.015,54.015,32.614,0.091120005,-0.171,,2951537920.0,62800000.0,-197500000.0,,1.5026593,12.581616,2026-07-12
SAHYADRI,Sahyadri Industries Limited,Industrials,Building Products & Equipment,6787299840.0,610800000.0,8.999,165900000.0,3038145536.0,74.503,28.5,7.394,10.1988,0.0,290000000.0,2026-07-11,ok,INR,OK,5321000000.0,,1785300000.0,2.491,0.711,4.085,0.04251,0.211,,2737902592.0,465500000.0,1213400064.0,970587520.0,0.74798816,10.469633,2026-07-12
SAIL,Steel Authority of India Limited,Basic Materials,Steel,1108108378112.0,119999897600.0,10.829,319277105152.0,693721694208.0,65.098,5.1,5.656,7.2215,0.0,33728000000.0,2026-07-11,ok,INR,OK,1358961100000.0,,-77007600000.0,0.823,0.166,52.899,0.0276,0.942,,1006247542784.0,7325100032.0,190393008128.0,85301698560.0,1.1503345,20.582108,2026-07-12
SAILIFE,SAI LIFE SCIENCES LIMITED,Healthcare,Diagnostics & Research,21924919296.0,6311589888.0,28.787,2884519936.0,268541804544.0,37.962,3.9,15.13,18.0998,0.0,3489100032.0,2026-07-11,ok,INR,OK,36261400000.0,,5768520000.0,1.692,0.638,11.614,0.08552,,,268767428608.0,1578630016.0,5091330048.0,-1301903744.0,10.768706,76.89969,2026-07-12
SAIPARENT,SAI PARENTERALS LIMITED,Healthcare,Drug Manufacturers - General,3809979904.0,386980000.0,10.157,2429080064.0,25981804544.0,70.677,,4.826,17.9203,0.0,142590000.0,2026-07-11,ok,INR,OK,7235790000.0,,-914560000.0,1.435,1.044,49.06,0.0161,,,17550798848.0,4169659904.0,930510016.0,-2186560000.0,3.9219475,131.566,2026-07-12
SAKAR,Sakar Healthcare Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2517360128.0,688881984.0,27.365,705339008.0,18097700864.0,,40.1,9.996,12.8169,0.0,304846016.0,2026-07-11,ok,INR,OK,4810095000.0,,309215000.0,1.282,0.46,21.739,0.06321,0.379,,19028418560.0,2597000.0,492580000.0,68568752.0,5.6481886,60.226444,2026-07-12
SAKHTISUG,Sakthi Sugars Limited,Consumer Defensive,Confectioners,4094631936.0,-809469504.0,-19.769,7202561024.0,1994729856.0,59.835,-6.2,,15.4664,81.77,-1786608000.0,2026-07-11,ok,INR,OK,14379809000.0,,-1655162000.0,,,315.597,,,,9134513152.0,59472000.0,,,0.8725985,7.0717306,2026-07-12
SAKSOFT,Saksoft Limited,Technology,Information Technology Services,10071912448.0,1870823936.0,18.575,436756000.0,21868171264.0,72.524,3.7,19.065,22.4556,0.0,1332697984.0,2026-07-11,ok,INR,OK,10771776000.0,,2768712000.0,2.166,1.882,5.607,0.10484,0.308,,19802085376.0,2507764992.0,1710946048.0,851386496.0,2.807991,16.770588,2026-07-12
SALASAR,Salasar Techno Engineering Limited,Basic Materials,Steel,15027689472.0,1123244032.0,7.474,4223064064.0,10802332672.0,46.915,-10.5,2.176,10.9233,4.84,172163008.0,2026-07-11,ok,INR,OK,21538462000.0,,2064252000.0,1.162,0.54,50.613,0.02796,0.43,,14588905472.0,441956992.0,1610123008.0,719550144.0,1.2955974,61.8,2026-07-12
SALONA,Salona Cotspin Limited,Consumer Cyclical,Textile Manufacturing,5943787008.0,348748992.0,5.867,1896468992.0,1329545344.0,78.179,-25.1,1.877,16.7447,0.28,15614000.0,2026-07-11,ok,INR,OK,3042511000.0,,190078000.0,1.122,0.522,226.372,0.04699,-0.089,,3205711360.0,22584000.0,792689024.0,497154624.0,1.5897336,84.781876,2026-07-12
SALZERELEC,Salzer Electronics Limited,Industrials,Electrical Equipment & Parts,17583796224.0,1470555008.0,8.363,5347529216.0,10846590976.0,44.099,26.2,9.309,18.2156,17.2,529416000.0,2026-07-11,ok,INR,OK,13718239000.0,,2926050000.0,1.414,0.662,88.776,0.05866,0.227,,16086465536.0,204716000.0,464819008.0,-1182497024.0,1.8301599,20.494488,2026-07-12
SAMBHAAV,Sambhaav Media Limited,Communication Services,Publishing,431008000.0,54555000.0,12.658,50602000.0,1211642752.0,80.992,14.9,0.096,2.3167,0.0,2363000.0,2026-07-11,ok,INR,OK,965661000.0,,264229000.0,6.193,4.009,5.923,0.0064600003,0.648,,1262171008.0,54822000.0,80240000.0,99343752.0,1.4931701,634.0,2026-07-12
SAMBHV,SAMBHV STEEL TUBES LTD,Basic Materials,Steel,24132429824.0,2762040064.0,11.445,3733410048.0,34962763776.0,68.663,38.4,18.355,17.4889,0.0,1421510016.0,2026-07-11,ok,INR,OK,20657050000.0,,2221630000.0,1.299,0.518,35.435,0.08206,,,37061152768.0,1619600000.0,2115260032.0,-1790520064.0,3.3169327,23.495049,2026-07-12
SAMHI,SAMHI Hotels Limited,Consumer Cyclical,Lodging,12477960192.0,4313600000.0,34.57,18543329280.0,38447079424.0,21.931,8.1,33.367,10.9667,0.0,5084409856.0,2026-07-11,ok,INR,OK,44543030000.0,,-791400000.0,0.807,0.637,81.102,0.0469,0.851,,72546918400.0,1938749952.0,4069789952.0,-992978752.0,2.515844,6.7293935,2026-07-12
SAMMAANCAP,Sammaan Capital Limited,Financial Services,Mortgage Finance,-10801399808.0,,0.0,518530695168.0,191210422272.0,6.634,,-35.01,-4.2645,0.0,-71445602304.0,2026-07-11,ok,INR,OK,742434200000.0,,483624000000.0,157.636,156.138,273.033,-0.09894,0.531,,537296797696.0,117314699264.0,-74658799616.0,,0.7165364,,2026-07-12
SAMPANN,Sampann Utpadan India Limited,Basic Materials,Specialty Chemicals,1426419968.0,154451552.0,10.828,963243008.0,1361799040.0,66.768,40.5,21.29,10.8062,0.0,67803000.0,2026-07-11,ok,INR,OK,1506497000.0,,261756000.0,2.005,0.532,210.951,0.043530002,0.261,,2295107328.0,4434000.0,-16897856.0,-257275248.0,2.9263687,20.071943,2026-07-12
SANATHAN,SANATHAN TEXTILES LIMITED,Consumer Cyclical,Textile Manufacturing,38111801344.0,2843500032.0,7.461,15120799744.0,37564022784.0,78.581,59.7,4.204,6.407,0.0,773500032.0,2026-07-11,ok,INR,OK,47136800000.0,,998700000.0,1.07,0.271,80.77,0.02901,,,50929340416.0,1690400000.0,3224100096.0,-3168649984.0,2.0030694,48.53326,2026-07-12
SANDESH,The Sandesh Limited,Communication Services,Publishing,3668462080.0,1147570304.0,31.282,19886000.0,7424466432.0,87.94,2.6,,6.5387,0.0,720819968.0,2026-07-11,ok,INR,OK,15266407000.0,,9332781000.0,,,0.336,,0.245,,5703000576.0,1740676992.0,,,1.2543336,11.2741375,2026-07-12
SANDHAR,Sandhar Technologies Limited,Consumer Cyclical,Auto Parts,48520859648.0,4376190976.0,9.019,11476093952.0,40575512576.0,70.38,28.9,16.07,17.629,0.0,1986593024.0,2026-07-11,ok,INR,OK,34756764000.0,,-917585000.0,0.944,0.535,86.084,0.04873,0.566,,51446890496.0,521190016.0,2099100032.0,-1421577856.0,3.0373652,20.366444,2026-07-12
SANDUMA,The Sandur Manganese & Iron Ores Limited,Basic Materials,Steel,50884198400.0,12092499968.0,23.765,9993600000.0,98839691264.0,75.898,14.3,22.318,26.2289,0.0,6566400000.0,2026-07-11,ok,INR,OK,55270700000.0,,2500100000.0,1.16,0.448,30.563,0.11156999,0.767,,106377830400.0,2624600064.0,11427200000.0,7939137536.0,3.0380409,15.061481,2026-07-12
SANGAMIND,Sangam (India) Limited,Consumer Cyclical,Textile Manufacturing,32345300992.0,3184300032.0,9.845,12779499520.0,27551971328.0,79.986,20.4,7.931,11.6012,0.0,826000000.0,2026-07-11,ok,INR,OK,33148200000.0,5805700000.0,1601500000.0,1.112,0.644,118.739,0.04493,0.446,,39054266368.0,1800499968.0,2687099904.0,-655862528.0,2.6085677,34.00791,2026-07-12
SANGHVIMOV,Sanghvi Movers Limited,Industrials,Rental & Leasing Services,10704478208.0,3998561024.0,37.354,6735552000.0,39760027648.0,57.922,31.4,15.026,15.4933,0.0,1842860032.0,2026-07-11,ok,INR,OK,23432870000.0,,3672200000.0,1.773,1.346,51.403,0.081590004,0.956,,44319592448.0,2151482112.0,2780136960.0,-2213606656.0,3.032434,21.550915,2026-07-12
SANOFI,Sanofi India Limited,Healthcare,Drug Manufacturers - General,17738000384.0,4578500096.0,25.812,178000000.0,78347870208.0,60.601,-11.9,,58.4752,0.0,3097999872.0,2026-07-11,ok,INR,OK,12548000000.0,3320000000.0,3092000000.0,,,2.376,,0.157,,75896872960.0,2628999936.0,,,10.457539,25.315521,2026-07-12
SANOFICONR,SANOFI CONS HEALTHC IND L,Healthcare,Drug Manufacturers - General,9349999616.0,3349750016.0,35.826,248000000.0,105324036096.0,71.458,32.8,,77.0186,0.0,2579000064.0,2026-07-11,ok,INR,OK,5470000000.0,,3659000000.0,,,6.458,,,,101666603008.0,3752000000.0,,,27.39341,40.817844,2026-07-12
SANSERA,Sansera Engineering Limited,Consumer Cyclical,Auto Parts,34979168256.0,6320849920.0,18.07,5911529984.0,206181384192.0,30.065,27.8,11.127,13.5707,0.0,3240880128.0,2026-07-11,ok,INR,OK,44946760000.0,,7717300000.0,1.748,0.994,19.023,0.06474,0.767,,207728214016.0,3989530112.0,3870700032.0,-2113281280.0,6.659545,63.69771,2026-07-12
SANSTAR,SANSTAR LIMITED,Basic Materials,Chemicals,7846300160.0,376600000.0,4.8,199000000.0,22674388992.0,76.963,-14.5,5.092,5.3914,0.0,344500000.0,2026-07-11,ok,INR,OK,8030400000.0,,2906400000.0,5.496,3.959,2.868,0.022449998,,,19220484096.0,1607200000.0,899000000.0,305444992.0,2.9727461,59.904762,2026-07-12
SAPPHIRE,Sapphire Foods India Limited,Consumer Cyclical,Restaurants,31253170176.0,2849540096.0,9.118,14171299840.0,58769092608.0,26.121,11.4,-2.295,3.1369,0.0,-319630016.0,2026-07-11,ok,INR,OK,32558920000.0,-2320080000.0,-1992420000.0,0.629,0.352,102.058,0.01617,0.307,,71439147008.0,1412220032.0,5070329856.0,1384824960.0,4.2212667,,2026-07-12
SAPPL,Shree Ajit Pulp and Paper Limited,,,7009378816.0,962566976.0,13.733,2563514112.0,,84.7,12.6,11.424,,,300495008.0,2026-07-11,ok,INR,OK,,,,2.184,1.064,92.195,0.07849,0.19,,5206125568.0,39763000.0,627294016.0,114452000.0,0.9647018,,2026-07-12
SARDAEN,Sarda Energy & Minerals Limited,Basic Materials,Steel,56904499200.0,17864400896.0,31.394,26319200256.0,176525410304.0,74.848,-0.6,15.999,16.3049,0.0,11058599936.0,2026-07-11,ok,INR,OK,113707000000.0,,34359800000.0,4.501,2.707,35.204,0.08412,0.409,,180247740416.0,23797499904.0,17348399104.0,5825299968.0,2.397062,15.974171,2026-07-12
SAREGAMA,Saregama India Limited,Communication Services,Entertainment,9846200320.0,3367500032.0,34.201,725800000.0,91986984960.0,63.568,19.4,12.567,15.9807,0.0,2070700032.0,2026-07-11,ok,INR,OK,23219600000.0,,3822400000.0,1.749,0.772,4.281,0.07222,0.59,,92173172736.0,2170899968.0,1000200000.0,4034317056.0,5.5292735,44.659836,2026-07-12
SARLAPOLY,Sarla Performance Fibers Limited,Consumer Cyclical,Textile Manufacturing,4012322048.0,603667008.0,15.045,2052915968.0,8168138240.0,128.261,2.2,-2.651,-1.409,0.0,-131345000.0,2026-07-11,ok,INR,OK,8309396000.0,3270955000.0,566269000.0,1.219,0.896,39.891,0.02927,0.424,,10547700736.0,865673984.0,742083968.0,555455488.0,1.9654506,,2026-07-12
SASKEN,Sasken Technologies Limited,Technology,Information Technology Services,11131683840.0,806136000.0,7.242,281148000.0,31221864448.0,57.041,125.7,6.988,8.6483,0.0,539297024.0,2026-07-11,ok,INR,OK,11660970000.0,7661835000.0,2832039000.0,2.165,1.768,3.212,0.02908,0.536,,30120888320.0,1554739968.0,-228348000.0,-208732752.0,3.6489975,58.141964,2026-07-12
SATIA,Satia Industries Limited,Basic Materials,Paper & Paper Products,14519112704.0,1318423040.0,9.081,3125977088.0,5543000064.0,68.763,-2.0,3.829,3.9887,0.0,409120992.0,2026-07-11,ok,INR,OK,15578086000.0,,1607996000.0,1.706,0.686,28.731,-0.00308,0.036,,8400256512.0,265471008.0,2334908928.0,-783185024.0,0.5091581,13.552567,2026-07-12
SATIN,Satin Creditcare Network Limited,Financial Services,Credit Services,15676095488.0,,0.0,109920641024.0,28231723008.0,61.687,116.6,12.28,3.3155,0.0,3321871104.0,2026-07-11,ok,INR,OK,143867673000.0,,136580174000.0,353.468,350.816,383.33,0.02558,0.288,,112980877312.0,25214568448.0,-9738134528.0,,0.98601717,8.496525,2026-07-12
SAURASHCEM,Saurashtra Cement Limited,Basic Materials,Building Materials,16660386816.0,524859008.0,3.15,1069238016.0,6143845376.0,69.537,-6.6,1.511,1.5481,0.0,144183008.0,2026-07-11,ok,INR,OK,15879383000.0,,1026583000.0,1.203,0.655,11.119,0.0032300001,0.151,,5059913216.0,2235885056.0,364527008.0,1313372928.0,0.64749974,42.46154,2026-07-12
SAYAJIHOTL,Sayaji Hotels Limited,Consumer Cyclical,Lodging,1487842944.0,389446016.0,26.175,1261616000.0,5255392768.0,93.389,-5.1,-4.013,4.0939,,-63178000.0,2026-07-11,ok,INR,OK,3046384000.0,,138226000.0,1.398,0.701,81.223,0.02566,-0.372,,6438212608.0,74617000.0,440540000.0,-156451008.0,3.3807387,,2026-07-12
SBC,SBC Exports Limited,Industrials,Conglomerates,4032070912.0,334304992.0,8.291,2271311104.0,20180932608.0,54.543,47.0,37.219,37.4664,32.93,252728000.0,2026-07-11,ok,INR,OK,4366962000.0,,688893000.0,1.218,0.487,283.225,0.05584,0.323,,22571585536.0,180483008.0,-723382016.0,-923708352.0,25.54551,79.96227,2026-07-12
SBCL,Shivalik Bimetal Controls Limited,Industrials,Metal Fabrication,5708606976.0,1307248000.0,22.9,711360000.0,43033214976.0,39.612,22.8,21.614,25.6925,0.0,958585024.0,2026-07-11,ok,INR,OK,6359770000.0,,3051525000.0,3.466,2.103,14.779,0.12775,0.571,,42524835840.0,1046953984.0,548862016.0,-24687250.0,8.904264,44.840935,2026-07-12
SBFC,SBFC Finance Limited,Financial Services,Credit Services,10109660160.0,,0.0,72895700992.0,101762678784.0,61.675,21.8,13.039,8.0735,0.0,4508329984.0,2026-07-11,ok,INR,OK,110854020000.0,11173810000.0,19828650000.0,4.463,4.39,195.685,0.04581,0.596,,168046116864.0,6530189824.0,-18926979072.0,,2.7295935,22.429268,2026-07-12
SBGLP,Suratwwala Business Group Limited,Real Estate,Real Estate - Development,1429933952.0,532358016.0,37.23,830124992.0,4364892160.0,76.655,174.7,41.984,27.8114,0.0,379012992.0,2026-07-11,ok,INR,OK,2629924000.0,,1409949000.0,2.844,0.607,75.186,0.14377,0.325,,5194767360.0,93496000.0,-62018000.0,-149186256.0,4.2132573,11.706976,2026-07-12
SBICARD,SBI Cards and Payment Services Limited,Financial Services,Credit Services,118656598016.0,,0.0,440637292544.0,582055034880.0,68.582,18.6,14.686,,0.0,21667100672.0,2026-07-11,ok,INR,OK,663277900000.0,,,19.959,19.949,280.206,0.03286,0.245,,999749386240.0,23197800448.0,4930299904.0,,3.7029753,26.885715,2026-07-12
SBILIFE,SBI Life Insurance Company Limited,Financial Services,Insurance - Life,1122911125504.0,27715799040.0,2.468,0.0,1868975046656.0,58.7,-82.2,13.697,,0.0,24703000576.0,2026-07-11,ok,INR,OK,5000459400000.0,,,1.55,0.392,,0.00352,0.341,,1836952846336.0,32079400960.0,345226706944.0,9995212800.0,9.792677,75.75844,2026-07-12
SBIN,State Bank of India,Financial Services,Banks - Regional,3766784360448.0,,0.0,8610153758720.0,9562919796736.0,57.004,7.1,15.477,,0.0,832987791360.0,2026-07-11,ok,INR,OK,83215685742000.0,1433820117000.0,,,,,0.011089999,0.362,0.53,16104648867840.0,2256107732992.0,-5651017236480.0,,1.6041647,11.363387,2026-07-12
SCANSTL,Scan Steels Limited,,,8382562816.0,490944992.0,5.857,716931968.0,,73.831,16.8,5.051,,,220124992.0,2026-07-11,ok,INR,OK,,,,1.807,0.202,15.977,0.035099998,0.049,,3452484864.0,45126000.0,370911008.0,-72125504.0,0.61967826,,2026-07-12
SCHAEFFLER,Schaeffler India Limited,Consumer Cyclical,Auto Parts,100970799104.0,18368124928.0,18.192,546700032.0,638500470784.0,74.294,18.9,,25.6591,0.0,12147999744.0,2026-07-11,ok,INR,OK,82126800000.0,54730800000.0,33566600000.0,,,0.904,,0.015,,620763086848.0,18284099584.0,,,10.557274,52.628185,2026-07-12
SCHAND,S Chand And Company Limited,Communication Services,Publishing,7987460096.0,1448999936.0,18.141,1360630016.0,5256967168.0,55.024,16.2,7.168,10.1149,0.0,759369984.0,2026-07-11,ok,INR,OK,13953810000.0,,4497260000.0,2.63,1.956,12.949,0.047059998,0.288,,4693350912.0,1887190016.0,747100032.0,-37795000.0,0.49837315,6.9192195,2026-07-12
SCHNEIDER,Schneider Electric Infrastructure Limited,Industrials,Electrical Equipment & Parts,28906299392.0,3707899904.0,12.827,5482500096.0,338140921856.0,77.567,0.5,31.813,24.9359,0.0,2125600000.0,2026-07-11,ok,INR,OK,23438300000.0,,7086700000.0,1.73,1.206,70.795,0.098950006,0.401,,339621117952.0,3578500096.0,2244999936.0,548662528.0,43.60911,158.72054,2026-07-12
SCI,The Shipping Corporation of India Limited,Industrials,Marine Shipping,37089398784.0,4715749888.0,12.715,26792499200.0,132706131968.0,63.749,14.2,,14.3018,0.0,408900000.0,2026-07-11,ok,INR,OK,133185000000.0,,26533100000.0,0.645,0.496,29.454,,,,155089944576.0,4349899776.0,,,1.4582587,9.803854,2026-07-12
SCILAL,Shipping Corporation of India Land and Assets Limited,Real Estate,Real Estate Services,233000000.0,-417200000.0,-179.056,900000.0,19903590400.0,66.245,19.1,0.96,1.2123,0.0,288200000.0,2026-07-11,ok,INR,OK,35499200000.0,,8427700000.0,3.772,3.772,0.003,-0.00782,0.894,,6631399936.0,11316100096.0,-607699968.0,326887488.0,0.59727985,68.91936,2026-07-12
SCODATUBES,Scoda Tubes Limited,Basic Materials,Steel,5186500096.0,762440000.0,14.7,1872189952.0,8932417536.0,70.815,-0.1,14.368,17.7164,0.0,388430016.0,2026-07-11,ok,INR,OK,6878960000.0,,1946040000.0,1.779,0.856,47.967,0.07387,,,10366710784.0,742369984.0,-137940000.0,-175133744.0,2.366554,21.99115,2026-07-12
SCPL,Sheetal Cool Products Limited,Consumer Defensive,Packaged Foods,3667147008.0,418976000.0,11.425,498342016.0,5185424896.0,72.985,60.2,13.275,17.8642,0.0,191183008.0,2026-07-11,ok,INR,OK,2645683000.0,,1313838000.0,2.651,0.457,31.759,0.08012,-0.056,,5678939648.0,5208000.0,342608992.0,-121421128.0,3.30487,27.104832,2026-07-12
SDBL,Som Distilleries & Breweries Limited,Consumer Defensive,Beverages - Brewers,12334465024.0,898404992.0,7.284,,14002153472.0,55.64,-79.3,1.289,4.6287,0.0,103577000.0,2026-07-11,ok,INR,OK,14652110000.0,,102249000.0,1.02,0.384,,0.025139999,0.411,,,,2108958976.0,-1121225728.0,1.7833029,137.44897,2026-07-12
SEAMECLTD,Seamec Limited,Industrials,Marine Shipping,9524599808.0,3995699968.0,41.951,3529200128.0,36354920448.0,76.068,63.8,21.945,18.6883,0.0,2513900032.0,2026-07-11,ok,INR,OK,18607600000.0,,2755300000.0,1.892,1.621,27.069,0.09356,0.107,,37896867840.0,1883000064.0,3212999936.0,-2018212480.0,2.7835298,14.408939,2026-07-12
SECMARK,SecMark Consultancy Limited,Industrials,Consulting Services,375372000.0,27138000.0,7.23,128548000.0,1379203584.0,83.747,14.4,11.69,15.298,0.0,25673000.0,2026-07-11,ok,INR,OK,481777000.0,,84672000.0,1.353,1.246,54.908,0.03674,0.08,,1166769792.0,275852992.0,119634000.0,188129376.0,5.6129007,51.99587,2026-07-12
SECURKLOUD,SecureKloud Technologies Limited,Technology,Software - Application,374777984.0,-50051000.0,-13.355,567198016.0,629455808.0,46.843,-76.2,,,11.35,-1405512960.0,2026-07-11,ok,INR,OK,183274000.0,,-471758000.0,0.243,0.21,,-0.03182,0.369,,896724800.0,34782000.0,511272000.0,5608375.0,-1.2224241,,2026-07-12
SEDEMAC,SEDEMAC MECHATRONICS LTD,Consumer Cyclical,Auto Parts,10583799808.0,2169299968.0,20.496,724400000.0,121257451520.0,53.463,59.9,27.527,30.951,0.0,1035800000.0,2026-07-11,ok,INR,OK,8137000000.0,,1146500000.0,1.381,0.658,16.126,0.147,,,120398028800.0,643900032.0,1280199936.0,-255340000.0,26.784912,116.28123,2026-07-12
SEIL,Shanti Educational Initiatives Limited,,,555788032.0,61743000.0,11.109,59330000.0,,73.587,23.0,7.904,,,58922000.0,2026-07-11,ok,INR,OK,,,,1.435,0.855,7.65,0.029560002,0.268,,36164681728.0,17303000.0,-1913000.0,-18990750.0,47.136745,,2026-07-12
SELMC,SEL Manufacturing Company Limited,Consumer Cyclical,Textile Manufacturing,154310000.0,-53213000.0,-34.484,9846468608.0,939635968.0,85.579,-18.5,,-129.5913,36.0,-1678722944.0,2026-07-11,ok,INR,OK,8594307000.0,,-7752234000.0,0.021,0.004,,-0.06443,-1.606,,10761560064.0,23527000.0,778912000.0,584788480.0,-0.23490183,,2026-07-12
SENCO,Senco Gold Limited,Consumer Cyclical,Luxury Goods,84300300288.0,9690130432.0,11.495,26991099904.0,59334168576.0,64.537,51.1,25.617,33.8266,0.0,5743190016.0,2026-07-11,ok,INR,OK,70615060000.0,,22747630000.0,1.541,0.176,107.377,0.0939,0.503,,81129250816.0,5166369792.0,-7892729856.0,-2247412480.0,2.359268,10.329434,2026-07-12
SENORES,SENORES PHARMACEUTICALS L,Healthcare,Drug Manufacturers - General,6326300160.0,1683200000.0,26.606,3420300032.0,65294778368.0,54.515,53.4,13.793,15.6068,1.9,1163800064.0,2026-07-11,ok,INR,OK,16038100000.0,,3884300000.0,1.916,1.143,35.46,0.06053,,,58435932160.0,1596099968.0,620499968.0,-2859150080.0,6.0306764,53.765644,2026-07-12
SEPC,SEPC Limited,Industrials,Engineering & Construction,10544985088.0,775790976.0,7.357,3534973952.0,12762567680.0,13.039,132.4,3.123,4.6951,71.45,535384000.0,2026-07-11,ok,INR,OK,30926594000.0,,13881280000.0,2.543,2.366,18.404,0.01658,0.794,,15662885888.0,760473024.0,-2633181952.0,-2553447936.0,0.67068803,21.866665,2026-07-12
SERVOTECH,Servotech Renewable Power System Limited,Industrials,Electrical Equipment & Parts,6716366848.0,672180992.0,10.008,2114513024.0,22338328576.0,0.0,48.6,11.872,14.4903,4.24,335548992.0,2026-07-11,ok,INR,OK,6850372000.0,,1496968000.0,1.464,0.9,71.469,0.05574,0.156,,23980896256.0,707132992.0,-19427000.0,-1125369600.0,7.8115625,68.21379,2026-07-12
