symbol,name,sector,industry,revenue,ebitda,ebitda_margin_pct,total_debt,market_cap,insider_holding_pct,revenue_growth_pct,return_on_equity_pct,return_on_capital_employed_pct,promoter_pledge_pct,net_income,as_of_date,status,financial_currency,currency_flag,total_assets,retained_earnings,working_capital,current_ratio,quick_ratio,debt_to_equity,return_on_assets,beta,peg_ratio,enterprise_value,total_cash,operating_cash_flow,free_cash_flow,price_to_book,trailing_pe,data_pull_date
AGROPHOS,Agro Phos (India) Limited,Basic Materials,Agricultural Inputs,1479513984.0,162256992.0,10.97,298808000.0,608223488.0,,-22.6,10.39,19.747,0.0,70605000.0,2026-07-11,ok,INR,OK,1538560000.0,,465828000.0,1.583,0.356,42.354,0.057210002,0.056,,891071424.0,22308000.0,41557000.0,6479375.0,0.8711307,8.620689,2026-07-12
AHCL,ANLON HEALTHCARE LIMITED,Healthcare,Drug Manufacturers - Specialty & Generic,1719655936.0,475166016.0,27.63,436527008.0,8286319104.0,84.67,4.0,17.36,17.3604,0.0,285137984.0,2026-07-11,ok,INR,OK,3739651000.0,,2006946000.0,2.866,1.005,17.133,0.10354,,,7662354432.0,43759000.0,-794400000.0,-1180976256.0,3.0508807,25.557377,2026-07-12
AHLADA,Ahlada Engineers Limited,Industrials,Building Products & Equipment,1008452992.0,141260992.0,14.01,383575008.0,493194560.0,,-33.1,0.13,7.0511,0.0,1783000.0,2026-07-11,ok,INR,OK,2116235000.0,629855000.0,732592000.0,1.936,0.646,27.946,0.01263,0.686,,866398784.0,11096000.0,75033000.0,19844876.0,0.3598567,21.088398,2026-07-12
AHLEAST,Asian Hotels (East) Limited,Consumer Cyclical,Lodging,1229206016.0,402930240.0,32.78,3534076928.0,2463547904.0,83.41,13.4,,16.7138,0.0,-560804992.0,2026-07-11,ok,INR,OK,6689521000.0,1463070000.0,-1805402000.0,0.229,0.039,234.184,0.030150002,,,6656361472.0,101066000.0,222744000.0,-506411008.0,1.07994,,2026-07-12
AHLUCONT,Ahluwalia Contracts (India) Limited,Industrials,Engineering & Construction,45651980288.0,4347297792.0,9.52,731398976.0,56467165184.0,55.36,8.8,13.79,15.8414,0.0,2658633984.0,2026-07-11,ok,INR,OK,42648552000.0,,14998114000.0,1.893,0.924,3.552,0.052810002,0.555,,49043529728.0,8174610944.0,2811297024.0,-359246112.0,2.7435315,21.232998,2026-07-12
AIAENG,AIA Engineering Limited,Industrials,Specialty Industrial Machinery,44198641664.0,12562911232.0,28.42,102667000.0,437065940992.0,58.53,9.4,16.95,19.9393,0.0,12701582336.0,2026-07-11,ok,INR,OK,85379956000.0,,67244274000.0,19.085,14.933,0.128,0.08731,0.266,,393340256256.0,43838373888.0,5915017216.0,2381102080.0,5.4450884,34.364223,2026-07-12
AIIL,Authum Investment & Infrastructure Limited,Financial Services,Capital Markets,23910799360.0,,,36309700608.0,436501905408.0,83.07,-73.6,13.1,10.9939,0.0,19310899200.0,2026-07-11,ok,INR,OK,192107300000.0,,22160500000.0,3.379,3.319,24.59,0.10932,-0.745,,430673035264.0,4867500032.0,15244900352.0,,2.7081423,8.340094,2026-07-12
AIRAN,Airan Limited,Technology,Information Technology Services,1122374016.0,143404000.0,12.78,10253000.0,1960313600.0,72.21,13.4,7.69,9.315,0.0,121153000.0,2026-07-11,ok,INR,OK,1928716000.0,,788087000.0,5.326,3.023,0.621,0.03069,0.639,,2114475904.0,267880000.0,36901000.0,-55818876.0,1.4613235,16.860216,2026-07-12
AIROLAM,Airo Lam Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2432207872.0,206895008.0,8.51,822846016.0,1335928192.0,,4.5,7.0,10.0833,18.72,55131000.0,2026-07-11,ok,INR,OK,2164750000.0,452550000.0,403427000.0,1.331,0.551,106.303,0.04433,-0.572,,2455862528.0,18943000.0,193275008.0,83289248.0,2.117264,49.472225,2026-07-12
AJANTPHARM,Ajanta Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,54528598016.0,14978700288.0,27.47,2601700096.0,418359443456.0,63.36,21.5,25.39,29.4099,17.94,10560000000.0,2026-07-11,ok,INR,OK,61548400000.0,43780600000.0,23196800000.0,2.638,1.779,5.747,0.14825,0.182,,414256037888.0,6646199808.0,5291899904.0,8675000.0,9.239939,39.68476,2026-07-12
AJAXENGG,AJAX ENGINEERING LIMITED,Industrials,Farm & Heavy Construction Machinery,21025370112.0,2658070016.0,12.64,18330000.0,62374588416.0,80.0,0.3,17.66,21.4116,0.0,2251450112.0,2026-07-11,ok,INR,OK,17516860000.0,,10960070000.0,4.19,3.579,0.132,0.09873,,,51887456256.0,10508980224.0,3772869888.0,3349061376.0,4.4804945,27.858969,2026-07-12
AJMERA,Ajmera Realty & Infra India Limited,Real Estate,Real Estate - Development,10903499776.0,2984000000.0,27.37,7112300032.0,26502469632.0,73.18,184.8,11.05,13.4982,0.21,1497900032.0,2026-07-11,ok,INR,OK,25935100000.0,,18805400000.0,6.278,1.524,46.832,0.07582,0.493,,33613334528.0,1159100032.0,686300032.0,-1168205952.0,1.8919375,17.696451,2026-07-12
AJOONI,Ajooni Biotech Limited,Consumer Defensive,Packaged Foods,1847961984.0,86740528.0,4.69,177628000.0,642468608.0,,103.3,4.82,6.971,0.0,43219000.0,2026-07-11,ok,INR,OK,1203652000.0,,466120000.0,2.723,0.693,19.479,0.03753,0.336,,880049216.0,4190000.0,-57342432.0,-252560320.0,0.7748234,14.92,2026-07-12
AKASH,Akash Infra-Projects Limited,Industrials,Engineering & Construction,817601984.0,67744000.0,8.29,923203008.0,466754944.0,,85.8,0.77,6.3404,0.0,6488000.0,2026-07-11,ok,INR,OK,2198070000.0,,874448000.0,1.727,1.397,108.169,0.01636,0.626,,1340408704.0,54752000.0,-15338000.0,-79176872.0,0.55255014,72.84211,2026-07-12
AKCAPIT,A. K. Capital Services Limited,,,5719222784.0,3994981120.0,69.85,30883788800.0,,86.27,13.7,10.64,,,1103518976.0,2026-07-11,ok,INR,OK,,,,140.935,11.632,272.89,0.057140004,-0.136,,42767966208.0,632676992.0,-2576610048.0,-627531264.0,1.1146348,,2026-07-12
AKG,AKG Exim Limited,Industrials,Industrial Distribution,870056000.0,2344000.0,0.27,57883000.0,346364672.0,,-43.4,0.68,2.2909,0.0,3636000.0,2026-07-11,ok,INR,OK,618653000.0,,530011000.0,7.677,1.642,10.82,0.00114,0.535,,435188992.0,379000.0,39858000.0,21373876.0,0.70600426,99.090904,2026-07-12
AKI,AKI India Limited,Consumer Cyclical,Footwear & Accessories,1073275008.0,68528000.0,6.38,214494000.0,485067968.0,61.4,52.3,2.91,4.6043,0.0,23869000.0,2026-07-11,ok,INR,OK,1601446000.0,,686532000.0,2.239,0.763,21.381,0.02197,0.032,,778898688.0,46931000.0,-159075008.0,-308103008.0,0.6093608,24.736841,2026-07-12
AKSHAR,Akshar Spintex Limited,Consumer Cyclical,Textile Manufacturing,1172812032.0,-8392000.0,-0.72,50343000.0,338611456.0,5.31,12.5,-8.74,-9.1323,0.0,-73894000.0,2026-07-11,ok,INR,OK,957622000.0,,402598000.0,4.479,0.57,6.226,-0.049569998,0.865,,370814016.0,14671000.0,76751000.0,-6957875.0,0.4142582,,2026-07-12
AKUMS,AKUMS DRUGS AND PHARMA L,Healthcare,Drug Manufacturers - Specialty & Generic,43614068736.0,5105180160.0,11.71,1917379968.0,107469996032.0,80.17,9.6,8.02,10.8157,0.0,2551879936.0,2026-07-11,ok,INR,OK,54469650000.0,20855520000.0,24651010000.0,3.252,2.263,5.756,0.04838,,,92759121920.0,16805980160.0,11812020224.0,932990016.0,3.2435517,42.184498,2026-07-12
ALANKIT,Alankit Limited,Technology,Information Technology Services,2445299968.0,81537000.0,3.33,216404992.0,2190957568.0,46.06,-50.1,6.33,7.2543,0.0,190972992.0,2026-07-11,ok,INR,OK,4615155000.0,,1038621000.0,1.958,1.257,6.351,-0.00758,0.743,,1999552000.0,612716032.0,-220524000.0,437746880.0,0.6811667,11.542857,2026-07-12
ALBERTDAVD,Albert David Limited,Healthcare,Drug Manufacturers - Specialty & Generic,3335981056.0,54666000.0,1.64,295804992.0,4000720640.0,64.04,14.6,-0.38,0.782,0.0,-14947000.0,2026-07-11,ok,INR,OK,5191328000.0,,2589727000.0,3.244,2.527,7.555,-0.00521,0.239,,1717974016.0,2578234112.0,-76585000.0,-368589504.0,1.0217199,,2026-07-12
ALEMBICLTD,Alembic Limited,Real Estate,Real Estate - Development,2399899904.0,904600000.0,37.69,106400000.0,23102660608.0,72.21,-0.4,13.27,6.0702,0.0,3173799936.0,2026-07-11,ok,INR,OK,25895100000.0,,959400000.0,1.947,1.301,0.435,0.01916,0.629,,22247960576.0,999000000.0,1200700032.0,229461504.0,0.94640505,7.2791266,2026-07-12
ALGOQUANT,Algoquant Fintech Limited,Financial Services,Capital Markets,2355013888.0,528020000.0,22.42,342680992.0,16573421568.0,78.52,,28.37,18.7232,32.42,333999008.0,2026-07-11,ok,INR,OK,2751925000.0,,1505188000.0,2.317,1.991,25.483,0.12364,0.411,,14747665408.0,2103239936.0,599964992.0,1628344192.0,12.2756605,49.546215,2026-07-12
ALICON,Alicon Castalloy Limited,Industrials,Metal Fabrication,17757333504.0,2032914944.0,11.45,3543979008.0,10333868032.0,71.29,16.6,5.64,11.7344,0.0,344375008.0,2026-07-11,ok,INR,OK,14415889000.0,,759730000.0,1.112,0.821,56.406,0.04452,0.38,,13679856640.0,197964992.0,2388635904.0,523805376.0,1.6447343,30.121428,2026-07-12
ALIVUS,Alivus Life Sciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,25518319616.0,7972839936.0,31.24,567710016.0,142390034432.0,76.1,6.1,18.36,21.7759,0.0,5644830208.0,2026-07-11,ok,INR,OK,39828970000.0,,21413250000.0,5.215,3.716,1.704,0.12204,0.045,,135375273984.0,7825110016.0,5654130176.0,1713278720.0,4.280527,25.252504,2026-07-12
ALKEM,Alkem Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,147122700288.0,30052100096.0,20.43,20471599104.0,677873778688.0,62.91,14.6,17.56,18.8416,0.0,23018000384.0,2026-07-11,ok,INR,OK,208729700000.0,,74278200000.0,2.553,1.667,14.267,0.085030004,0.274,,653935771648.0,49927299072.0,19630299136.0,13743112192.0,4.9066443,29.412224,2026-07-12
ALKYLAMINE,Alkyl Amines Chemicals Limited,Basic Materials,Specialty Chemicals,15349907456.0,2964177920.0,19.31,,100041916416.0,72.26,-4.6,,14.5375,0.0,1806544000.0,2026-07-11,ok,INR,OK,18954082000.0,14583687000.0,4568989000.0,,,,,0.273,,,,,,6.524045,55.552402,2026-07-12
ALLCARGO,Allcargo Logistics Limited,Industrials,Integrated Freight & Logistics,20579999744.0,2329999872.0,11.32,6929999872.0,11952272384.0,45.05,-87.0,0.37,5.9701,0.0,60000000.0,2026-07-11,ok,INR,OK,17360000000.0,,400000000.0,1.06,0.843,120.732,0.0038800002,0.528,,17896923136.0,1310000000.0,3150000128.0,6646750208.0,2.1388369,199.5,2026-07-12
ALLDIGI,Alldigi Tech Limited,Industrials,Specialty Business Services,5986800128.0,1621200000.0,27.08,1706899968.0,12277519360.0,76.13,5.9,32.22,25.4998,0.0,822300032.0,2026-07-11,ok,INR,OK,5191400000.0,,1721100000.0,2.609,2.029,68.009,0.13793999,0.285,0.15,12508952576.0,1476899968.0,1440899968.0,761000000.0,4.8924,14.925899,2026-07-12
ALLTIME,ALL TIME PLASTICS LIMITED,Consumer Defensive,Household & Personal Products,6105288192.0,899414016.0,14.73,863966976.0,15489313792.0,70.14,-1.7,8.21,9.052,0.0,354118016.0,2026-07-11,ok,INR,OK,7838835000.0,,2226884000.0,3.632,2.376,14.078,0.056550004,,,15053943808.0,1261403008.0,864995968.0,-843603648.0,2.5186408,40.83765,2026-07-12
ALMONDZ,Almondz Global Securities Limited,Financial Services,Capital Markets,1872600064.0,,,493400000.0,2305178880.0,66.44,6.7,10.74,10.3816,0.0,277500000.0,2026-07-11,ok,INR,OK,3832800000.0,,480300000.0,2.556,2.556,16.822,0.07821,0.371,,3016420608.0,72100000.0,-40900000.0,,0.8744693,8.08589,2026-07-12
ALOKINDS,Alok Industries Limited,Consumer Cyclical,Textile Manufacturing,37147901952.0,432700000.0,1.16,261057593344.0,62462722048.0,75.0,3.1,,-10.9369,0.0,-7441099776.0,2026-07-11,ok,INR,OK,64745500000.0,-249933900000.0,-9098800000.0,0.631,0.153,,-0.020510001,0.249,,323227320320.0,293000000.0,4192800000.0,1248075008.0,-0.29014924,,2026-07-12
ALPA,Alpa Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1058096000.0,32902000.0,3.11,25079000.0,1436020992.0,57.29,-21.4,8.39,8.9418,0.0,150098000.0,2026-07-11,ok,INR,OK,2421447000.0,,1583694000.0,4.015,3.457,1.346,0.00322,0.951,,2578127616.0,1378720000.0,99504000.0,88236496.0,2.1106508,9.572229,2026-07-12
ALPHAGEO,Alphageo (India) Limited,Energy,Oil & Gas Equipment & Services,1121744000.0,-83225000.0,-7.42,0.0,1267352320.0,52.72,-30.1,-5.33,-7.2342,9.58,-138939008.0,2026-07-11,ok,INR,OK,2955937000.0,,1525801000.0,4.814,4.521,,-0.05077,0.47,,-130016104.0,1406429952.0,177948992.0,444359488.0,0.50008535,,2026-07-12
AMAGI,AMAGI MEDIA LABS LIMITED,Technology,Software - Application,15056060416.0,503600000.0,3.34,309750016.0,125519855616.0,24.39,28.5,6.33,5.1606,3.1,716729984.0,2026-07-11,ok,INR,OK,23532550000.0,,16258340000.0,3.982,3.397,1.763,0.00952,,,114919907328.0,14476810240.0,-92390000.0,-5554066432.0,7.3478384,175.28702,2026-07-12
AMBALALSA,Ambalal Sarabhai Enterprises Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2022717056.0,269343008.0,13.32,565292992.0,2380996608.0,35.07,-0.7,11.94,12.3548,,178035008.0,2026-07-11,ok,INR,OK,2811287000.0,155519000.0,264868000.0,1.269,0.681,35.696,0.05214,-0.005,,2747650816.0,194076992.0,134000000.0,-8766875.0,1.5006762,13.3922415,2026-07-12
AMBER,Amber Enterprises India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",121864765440.0,9523212288.0,7.81,27015864320.0,274347966464.0,39.24,10.5,5.58,7.697,0.0,1776471040.0,2026-07-11,ok,INR,OK,137668758000.0,,7483878000.0,1.131,0.476,46.566,0.035469998,0.177,,310427615232.0,4660511232.0,2401579008.0,-24680867840.0,6.2618933,153.8568,2026-07-12
AMBICAAGAR,Ambica Agarbathies Aroma & Industries Limited,Consumer Defensive,Household & Personal Products,1410824960.0,101698000.0,7.21,958134016.0,426686624.0,69.63,-28.3,3.11,7.8956,0.03,34474000.0,2026-07-11,ok,INR,OK,2448502000.0,,624098000.0,2.625,0.622,84.996,0.02093,0.034,,2306429440.0,2835000.0,-69195000.0,-188185504.0,1.1986103,12.358209,2026-07-12
AMBIKCO,Ambika Cotton Mills Limited,Consumer Cyclical,Textile Manufacturing,7809500160.0,1141900032.0,14.62,0.0,9987834880.0,50.58,57.8,7.7,11.0721,0.0,715600000.0,2026-07-11,ok,INR,OK,11042900000.0,,6783800000.0,6.606,1.904,,0.05189,0.449,,7999634944.0,1988199936.0,2282500096.0,472000512.0,1.0466028,13.966856,2026-07-12
AMBUJACEM,Ambuja Cements Limited,Basic Materials,Building Materials,406556803072.0,63743000576.0,15.68,8659300352.0,1084498444288.0,69.5,7.2,8.3,4.6038,0.0,47281799168.0,2026-07-11,ok,INR,OK,896066000000.0,188866400000.0,6196900000.0,1.047,0.496,1.205,0.022969998,0.132,5.15,1203386318848.0,9089500160.0,53615300608.0,-28945436672.0,1.8178221,22.93484,2026-07-12
AMDIND,AMD Industries Limited,Consumer Cyclical,Packaging & Containers,2822452992.0,147380992.0,5.22,783169024.0,886270464.0,74.34,20.0,-2.8,1.6131,0.0,-43384000.0,2026-07-11,ok,INR,OK,3288513000.0,,553309000.0,1.361,0.632,51.225,-0.00123,0.146,,1534601216.0,132032000.0,325537984.0,194016752.0,0.5778556,,2026-07-12
AMIRCHAND,AMIR CHAND JAG KUM (E) L,Consumer Defensive,Farm Products,22871390208.0,2252160000.0,9.85,7580850176.0,,82.68,19.7,15.85,38.8332,0.0,1033009984.0,2026-07-11,ok,INR,OK,15490320000.0,2033900000.0,2865220000.0,1.7,0.631,82.032,0.074499995,,,19989823488.0,2569580032.0,-1663699968.0,-1995773696.0,1.6208178,30.120749,2026-07-12
AMJLAND,AMJ Land Holdings Limited,Real Estate,Real Estate - Development,617022976.0,235540992.0,38.17,0.0,1565379968.0,72.15,-37.6,6.92,9.9316,0.0,147899008.0,2026-07-11,ok,INR,OK,2502516000.0,,1158232000.0,5.468,4.259,,0.052160002,0.232,,494590656.0,1090110976.0,81975000.0,140368624.0,0.73520637,10.576178,2026-07-12
AMNPLST,Amines & Plasticizers Limited,Basic Materials,Chemicals,5710337024.0,597699968.0,10.47,272137984.0,11424352256.0,89.24,-6.4,13.26,17.533,0.0,365316992.0,2026-07-11,ok,INR,OK,4221018000.0,,2321385000.0,3.122,1.758,9.312,0.08066,-0.053,,11166312448.0,531457984.0,664148992.0,554380352.0,3.9094744,31.271086,2026-07-12
AMRUTANJAN,Amrutanjan Health Care Limited,Healthcare,Drug Manufacturers - Specialty & Generic,5025526784.0,680796032.0,13.55,17774000.0,15554023424.0,49.15,10.5,16.62,20.4028,0.0,579177984.0,2026-07-11,ok,INR,OK,5088910000.0,,1654617000.0,2.311,1.897,0.48,0.08299,0.373,,13792825344.0,1787385984.0,359676992.0,129964000.0,4.203407,26.883118,2026-07-12
ANANDRATHI,Anand Rathi Wealth Limited,Financial Services,Asset Management,14012512256.0,6457329664.0,46.08,,356457381888.0,29.7,52.1,,50.0294,13.83,4648415232.0,2026-07-11,ok,INR,OK,13287674000.0,9106864000.0,6398930000.0,,,8.25,,,,,,,,35.71155,77.52979,2026-07-12
ANANTRAJ,Anant Raj Limited,Real Estate,Real Estate - Development,25116000256.0,6556700160.0,26.11,6805400064.0,210833883136.0,62.29,19.6,11.13,10.3853,0.0,5548499968.0,2026-07-11,ok,INR,OK,68686600000.0,,32908700000.0,9.755,2.9,11.696,0.06267,0.369,,203459264512.0,9114800128.0,-4347700224.0,-2818505984.0,3.549466,37.032238,2026-07-12
ANDHRAPAP,Andhra Paper Limited,Basic Materials,Paper & Paper Products,17012337664.0,672998976.0,3.96,2321529088.0,12340642816.0,77.51,29.4,0.96,1.9947,0.0,186167008.0,2026-07-11,ok,INR,OK,25380949000.0,,6868722000.0,2.945,1.917,11.971,-0.00973,0.048,,9404131328.0,5209573888.0,1045043008.0,-1979234432.0,0.633828,66.02128,2026-07-12
ANDHRSUGAR,The Andhra Sugars Limited,Basic Materials,Chemicals,24659965952.0,2082418048.0,8.44,5603000.0,11543548928.0,0.0,27.4,4.97,6.1764,1.02,820326976.0,2026-07-11,ok,INR,OK,21741993000.0,,7738116000.0,4.793,3.179,0.032,0.03652,0.366,,8225225216.0,4203663104.0,2783289088.0,2216131840.0,0.68383276,14.077685,2026-07-12
ANGELONE,Angel One Limited,Financial Services,Capital Markets,47433711616.0,,,79514091520.0,316123217920.0,50.49,33.5,15.53,26.8555,0.0,9150990336.0,2026-07-11,ok,INR,OK,239037910000.0,36509050000.0,39884630000.0,1.324,0.354,129.314,0.04487,0.095,,391228850176.0,3799470080.0,-41417420800.0,,5.152237,35.096348,2026-07-12
ANMOL,Anmol India Limited,Energy,Thermal Coal,14165699584.0,191400000.0,1.35,1973100032.0,622640768.0,57.08,-1.8,9.98,17.7023,38.28,113000000.0,2026-07-11,ok,INR,OK,3441900000.0,,1546500000.0,1.839,1.188,165.862,0.0328,0.553,,1326477312.0,1270700032.0,155700000.0,38321000.0,0.52459955,5.497487,2026-07-12
ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,Energy,Oil & Gas E&P,2788800000.0,1586000000.0,56.87,35500000.0,28738195456.0,71.9,65.3,14.7,15.8655,0.0,896099968.0,2026-07-11,ok,INR,OK,8240900000.0,,1169800000.0,2.755,2.04,0.542,0.09304,,,28085166080.0,687900032.0,1206000000.0,-1168062464.0,4.384398,32.253353,2026-07-12
ANTGRAPHIC,Antarctica Limited,Consumer Cyclical,Packaging & Containers,392206016.0,38752752.0,9.88,111674000.0,120907480.0,,25.9,,-2.2286,0.0,20089000.0,2026-07-11,ok,INR,OK,192458000.0,-31833000.0,98380000.0,,,65.28,,0.522,,228232672.0,1152000.0,,,0.6074766,,2026-07-12
ANTHEM,ANTHEM BIOSCIENCES LTD,Healthcare,Biotechnology,21293199360.0,8402809856.0,39.46,539240000.0,423925448704.0,84.18,26.0,21.71,26.7685,0.0,5917920256.0,2026-07-11,ok,INR,OK,34292900000.0,24553190000.0,14774310000.0,5.536,4.704,1.772,0.14199,,,415079727104.0,9384960000.0,8444850176.0,5548603904.0,13.9333515,72.497604,2026-07-12
ANUHPHR,Anuh Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,7716574208.0,617203008.0,8.0,583000.0,7896649216.0,72.89,2.0,12.1,15.4343,0.0,410460992.0,2026-07-11,ok,INR,OK,5573679000.0,,2483123000.0,2.223,1.442,0.017,0.05914,0.433,,7335445504.0,531612000.0,-30116000.0,-254598752.0,2.2334032,19.217073,2026-07-12
ANUP,The Anup Engineering Limited,Industrials,Specialty Industrial Machinery,8222877184.0,1741622016.0,21.18,1098875008.0,43440238592.0,47.97,-6.4,16.95,19.9328,0.0,1103923968.0,2026-07-11,ok,INR,OK,9706592000.0,,3362992000.0,2.474,1.879,15.903,0.096429996,-0.074,,44417650688.0,126054000.0,21621000.0,-753902848.0,6.2871823,39.371822,2026-07-12
ANURAS,Anupam Rasayan India Ltd,Basic Materials,Specialty Chemicals,23654549504.0,5248430080.0,22.19,19129450496.0,144359653376.0,83.88,27.5,5.76,8.6639,17.11,1701209984.0,2026-07-11,ok,INR,OK,52688840000.0,8344640000.0,7648300000.0,1.425,0.526,41.317,0.036229998,0.118,,172199264256.0,4106160128.0,3343259904.0,-4810796032.0,4.3258734,82.65971,2026-07-12
APARINDS,APAR Industries Limited,Industrials,Electrical Equipment & Parts,229021204480.0,18759299072.0,8.19,9555099648.0,564769390592.0,58.05,26.7,19.74,29.2114,0.0,9769299968.0,2026-07-11,ok,INR,OK,137112900000.0,,34663800000.0,1.448,0.79,17.716,0.08583,0.023,,566519726080.0,7761900032.0,9675799552.0,-5932800000.0,10.470424,57.804276,2026-07-12
APCL,Anjani Portland Cement Limited,Basic Materials,Building Materials,4552099840.0,335000000.0,7.36,2773299968.0,3082881280.0,81.19,-10.7,-7.96,0.1039,0.0,-287800000.0,2026-07-11,ok,INR,OK,9145800000.0,,-78000000.0,0.932,0.126,62.349,-0.00059,0.42,,6633716736.0,10700000.0,-286400000.0,-592612480.0,0.84367657,,2026-07-12
APCOTEXIND,Apcotex Industries Limited,Basic Materials,Specialty Chemicals,14414988288.0,1784228992.0,12.38,963923968.0,26306131968.0,61.44,13.8,17.27,21.0163,0.0,1014113024.0,2026-07-11,ok,INR,OK,9864873000.0,5249131000.0,1972878000.0,1.657,1.087,15.522,0.08202,0.229,,26727198720.0,542857984.0,2034382976.0,1081131648.0,4.2361703,25.980541,2026-07-12
APEX,Apex Frozen Foods Limited,Consumer Defensive,Farm Products,9581027328.0,486543744.0,5.08,405926016.0,12203124736.0,76.79,14.5,,10.6638,0.0,330254016.0,2026-07-11,ok,INR,OK,5925848000.0,,2644641000.0,,,7.972,,-0.097,,12239043584.0,138995008.0,,,2.3128543,31.441223,2026-07-12
APLAPOLLO,APL Apollo Tubes Limited,Basic Materials,Steel,230790004736.0,18018199552.0,7.81,4976500224.0,509753065472.0,35.87,13.6,25.31,28.2135,0.0,12030799872.0,2026-07-11,ok,INR,OK,88333000000.0,,9851900000.0,1.343,0.431,9.396,0.11951999,0.261,,505950535680.0,8862300160.0,21031899136.0,4022762496.0,9.625851,42.370182,2026-07-12
APLLTD,Alembic Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,73448996864.0,11184600064.0,15.23,14299400192.0,164601954304.0,70.7,4.4,12.36,12.7673,0.0,6747700224.0,2026-07-11,ok,INR,OK,87625900000.0,,19787500000.0,1.763,0.648,25.224,0.06047,0.369,,176851320832.0,2027000064.0,7827299840.0,284849984.0,2.9011917,24.392658,2026-07-12
APOLLO,Apollo Micro Systems Limited,Industrials,Aerospace & Defense,9043238912.0,2181627904.0,24.12,5432588800.0,151928471552.0,50.81,81.3,11.21,13.5277,39.92,1129201024.0,2026-07-11,ok,INR,OK,23685083000.0,,7911236000.0,1.905,0.729,41.527,0.06674,1.28,,144930340864.0,1561143040.0,-1297634944.0,-4893331968.0,10.7462015,129.79366,2026-07-12
